,city,goal1,goal2,goal3,goal4,goal5,goal6,goal7,goal8,goal9,goal10,goal11,goal12,goal13,goal14,goal15,goal16,goal17
780,能登町,79.41979328,70.78759484,88.4302951,92.91979014,87.28654479,83.77123849,90.23487241,94.10116849,79.20555904,95.89469208,80.23352752,77.43423465,87.14723959,73.07561765,100,93.0937636,100
781,福井市,88.28877301,90.39701908,94.79756511,79.6723651,87.23336894,97.93542072,85.81868212,90.13934528,86.71549493,100,95.88507601,86.98637444,92.86925688,87.86697103,95.41838941,85.89095571,97.88377096
782,敦賀市,97.69884366,81.11944587,87.84983328,83.38752599,83.64575856,81.23133411,81.39350438,87.8718568,87.66600838,84.6195207,85.30348067,89.0489579,80.64077338,75.58929403,67.36474209,76.94874095,97.99789565
783,小浜市,92.71664484,82.93254349,89.20140509,77.4252761,85.8006471,90.35275246,86.98927428,88.858973,82.32438028,93.80412938,88.18114636,78.15858364,85.77636719,84.52112346,100,83.77859878,92.89970634
784,大野市,90.27840002,88.7927477,77.54502428,77.41308971,84.10901234,87.71293056,85.48340361,95.96694447,79.41338511,97.02761683,96.55150919,79.18648589,91.76258018,92.14857471,96.67997996,83.06560913,94.56778841
785,勝山市,100,85.81902732,85.96466893,87.76133244,91.77364878,84.66471887,88.74918643,87.13383405,87.48372815,99.39132419,94.92389116,85.290243,88.96742033,81.15636988,95.17001901,92.1840795,90.43705786
786,鯖江市,93.46651858,88.01682966,88.39533491,91.7417305,89.9980001,87.85536671,90.153254,87.62982059,70.05034653,100,92.4522757,81.27742357,83.26926891,77.72414884,88.98462246,91.503769,91.79881953
787,あわら市,94.04945462,84.64703726,93.1826696,90.87517171,81.93097591,89.47530527,91.06843059,83.10253272,79.69968158,88.8045377,79.15433941,80.56660793,80.5719999,83.72006245,93.37313022,100,97.7199677
788,越前市,96.63430959,84.79742048,80.65798081,84.82719602,85.55128749,87.35690615,78.45187208,85.72183942,93.89754018,90.59970108,90.12298783,82.56352209,84.09184638,78.85980555,91.56259664,68.70396253,82.30391804
789,坂井市,91.1497094,82.88947104,81.55565285,68.69941057,71.56557489,94.03397677,92.68203723,88.31704307,84.34686206,100,83.36761661,87.37262303,79.8315587,83.02239789,80.87936074,75.80543947,94.24846488
790,永平寺町,77.55798276,75.26166683,94.71586137,90.20801041,77.04987773,78.06603024,85.80927687,69.86436983,83.45672687,93.3697955,85.87098589,72.9244644,81.93788394,75.10222067,95.68347979,84.56818447,80.27387251
791,南越前町,94.99577949,87.80138149,83.69237806,90.37869689,91.37330574,95.39996216,90.98370016,75.81954864,73.41002478,88.52181082,76.56954286,92.00292345,85.28244845,76.96944235,95.06399135,82.83244139,82.86263627
792,越前町,78.8667065,69.69239307,88.79047569,87.28635774,83.37104476,93.91392594,87.32459566,84.53383219,82.07176042,95.74747793,91.49313503,77.72515638,94.16299318,90.67963482,96.25099163,100,87.61770111
793,美浜町,94.21776815,77.48318717,83.46582139,83.52370309,86.4036515,90.13008483,87.38799679,80.93915644,73.49623028,95.4339047,72.30635281,70.71097586,88.46597605,84.48449761,89.18496312,90.70334695,78.01207744
794,高浜町,90.89121215,77.06169978,72.02292269,78.17007263,87.62122459,91.28040553,84.84735226,82.70572779,77.44433756,100,74.57441738,76.02629113,91.63652173,73.5877714,94.72210013,72.76946012,87.33852741
795,おおい町,93.52000415,77.98397449,71.16437865,82.06355896,87.93047419,89.73350602,85.97508117,75.27930335,70.78114715,79.44250199,83.53663679,65.73597152,76.98177435,76.68537732,88.015627,76.66510569,95.25519705
796,若狭町,86.20107494,78.91915333,71.9772465,82.36311746,85.3323762,93.37324491,87.18268798,86.81448079,72.39151513,93.1464502,81.30861851,89.39312242,87.55369957,75.60296117,90.90948008,93.261566,92.51463071
797,甲府市,88.63060957,90.34337124,86.42123913,90.33189131,91.39162109,92.24608494,79.00676949,82.80894238,85.34294273,87.197048,86.81540162,100,87.43781273,100,76.1867421,91.62517683,93.43427439
798,富士吉田市,91.37436222,82.18196788,85.71086475,80.32394385,73.24409173,93.28551427,85.82488129,83.30784711,70.68404714,87.43140645,87.1004908,78.15381822,90.87992549,80.79803628,75.33024645,75.3866021,88.44824492
799,都留市,91.78025942,78.43971695,82.31354207,89.12685513,82.68084224,88.7483438,85.28900239,72.18555523,75.31883237,92.22746074,81.243032,81.30553414,81.5793667,78.3814173,89.1995691,61.76094048,78.74633155
800,山梨市,91.59383525,88.72575165,87.04520085,60.6405256,81.98193293,100,92.10913214,82.67528462,73.26400151,90.51431765,85.42358726,83.93757477,93.19953156,84.91779962,100,80.01891517,88.81205836
801,大月市,94.86566367,80.34595966,92.03621402,73.36015236,88.55331085,94.73983565,89.07073318,98.62684759,72.0654702,68.58953761,90.66172764,94.40079673,82.21962145,85.6351499,90.47756628,86.34397654,69.60297366
802,韮崎市,100,88.38661985,76.589144,88.7505552,90.74978624,94.74454039,83.37398847,91.21758034,75.16294917,87.33107722,78.28807677,92.57362629,87.13874552,89.20042692,96.41768876,86.31269924,84.85404803
803,南アルプス市,100,84.96576643,94.44757138,89.80535023,85.67967016,94.57496136,90.18683862,76.66658581,76.63226432,91.68655386,94.2273745,83.34690737,81.11332154,87.8183753,96.92617221,87.55392791,82.60595089
804,北杜市,91.60054674,86.49128481,88.4617931,85.46240779,81.00326369,78.26814592,92.40632199,75.44559956,71.28145279,79.47558915,82.33609374,87.63206513,84.33119104,93.47785032,99.22053493,96.26874529,82.22852316
805,甲斐市,90.70126872,94.5819214,84.72798181,85.24285604,83.09076084,100,90.662584,90.70975284,81.81135182,98.69378735,94.61157919,86.74896651,90.76769805,87.28293123,94.44248727,69.20592099,91.96836463
806,笛吹市,93.0419009,81.30699824,87.04800383,82.06678635,76.05661544,99.48582599,91.56751796,90.83014783,70.03934655,96.53941299,85.41798465,89.84056877,87.48337438,88.44386924,96.76213601,86.21710331,88.01771603
807,上野原市,100,79.57624565,99.18796775,83.66749579,84.08617691,90.93273441,89.59592093,80.74960941,72.73730648,86.48803708,90.63689315,78.54431733,95.70792279,83.59483626,94.93533596,78.94381231,87.79574812
808,甲州市,100,79.68303296,76.83706283,67.97350851,84.96217303,91.54494336,91.82716478,81.05885367,81.76604788,87.75322308,89.37343728,91.41750741,84.86613008,93.23490037,100,82.19188018,89.38558172
809,中央市,88.45194592,92.69254655,90.15304319,72.15127366,92.39440069,88.90942247,93.81016113,74.07396289,82.72892241,93.22225805,89.98989086,80.8912326,89.37370322,87.25087659,88.55565951,100,91.62159765
810,市川三郷町,97.02385602,84.58083537,77.32285037,78.75293708,80.66394354,95.47322836,89.18966022,71.59278551,81.86393505,66.72210182,86.93250653,78.75444267,90.31135206,84.73945451,96.08770745,93.70040088,92.72511419
811,早川町,74.82751652,82.13740727,80.00151608,95.43986471,89.79671543,72.75912496,80.1226647,91.15510339,51.83555784,54.79172412,80.1341264,88.08431324,86.187028,97.35739095,95.81329327,100,99.54207433
812,身延町,96.02488162,85.5660675,80.92043875,76.52879666,93.18749193,78.85983657,82.38714086,78.11407233,81.38354498,88.43747185,81.05064979,75.60447183,94.19280984,66.89169451,87.77081826,80.94351769,77.6310999
813,富士川町,85.79076555,82.44691831,80.29122549,77.30285555,85.47533851,87.75544134,92.07133124,74.25540317,77.61778868,72.52104102,79.6759592,76.5037673,83.48038582,82.17891151,89.44995852,89.38858953,85.88711874
814,昭和町,89.19666583,88.44992086,81.87445883,78.78051611,87.03980463,82.85753583,87.44157582,83.28832969,85.07342826,76.70978928,75.25383562,98.08386546,84.76980815,85.86176351,84.60096914,99.01687421,89.91202729
815,道志村,93.35746089,84.88482055,56.41647079,87.17621865,76.82973413,92.20764505,88.39948969,86.39757842,71.03765155,76.08414434,76.54453432,79.46060155,89.44051615,82.67876863,94.27854303,88.10559087,74.17763344
816,西桂町,78.68695613,77.61576897,79.02383289,78.13668368,79.55726421,84.91230585,84.24940648,76.67098415,58.8525745,85.40059007,76.10775566,60.61443786,81.94777127,83.87822328,84.59329944,88.6821067,75.98115151
817,忍野村,91.72020937,72.57500448,87.58716,50.65185443,70.57329271,87.24139373,88.73153036,95.43930713,73.5407578,64.03762708,75.61571232,57.1024751,74.42192704,80.2245695,96.19858966,59.31997535,70.51749433
818,山中湖村,56.5933368,69.82508513,75.86265587,69.93341398,91.67659656,86.69406452,82.87993314,80.63121016,63.70014205,82.66801068,80.41526144,78.00443392,89.15197911,77.77923259,90.36896518,62.20239089,95.24169237
819,鳴沢村,91.55358252,79.8211577,86.59114447,57.33120157,80.78500157,86.98361822,81.81863328,93.0870377,71.21995724,74.64815328,68.78654342,80.09615653,86.06435177,84.70129465,94.33665816,71.92708338,92.08775548
820,富士河口湖町,80.62926793,73.45306547,81.15298257,80.97484426,89.6644751,85.6073003,83.02551507,87.02106805,79.29343022,76.87278571,73.96832589,90.93097795,86.69362066,74.24877654,80.54718992,100,78.4884417
821,小菅村,93.06721361,78.59133702,68.83763765,99.841297,83.6269885,81.08336206,81.55608426,81.54517624,61.53397676,69.35695786,73.27856056,53.14597035,93.26109489,83.23845718,85.25718238,93.12876184,86.14353698
822,丹波山村,71.84789747,71.69167733,55.67844046,94.60651017,87.66091167,61.11407691,76.36122102,81.97491092,78.4030772,64.59835765,81.19391012,68.13421462,94.71355038,93.70746182,81.88210264,93.71898176,98.6761323
823,長野市,87.392208,85.42692199,81.10499717,78.61945825,90.90064277,95.74655938,80.70882455,97.97750448,99.25418627,94.83339652,90.35438853,98.88959751,83.37571706,84.79383661,87.76284018,87.92551541,99.4422612
824,松本市,84.8522989,88.60485516,87.81858397,85.79633831,78.9317279,93.48624452,89.91291286,85.81025868,77.90955533,87.79951349,86.63237935,95.42871436,94.9359387,85.22961252,88.04493753,83.85020681,94.52437276
825,上田市,92.76372819,82.49615941,84.04583074,81.45306178,90.21409945,99.60712843,91.73808831,90.12135291,84.98711981,92.67952925,89.41481801,89.20602774,84.63326877,75.48194632,93.9089366,87.65368335,88.09065339
826,岡谷市,98.16536478,81.67313018,100,88.65065015,89.82601391,94.14564025,88.23011063,90.00124136,83.161986,87.18556049,85.45998882,87.08932843,91.59743669,77.38983595,94.7320659,94.15347097,87.13980777
827,飯田市,93.32138274,81.50633349,90.48254791,66.665915,88.46616208,94.59585493,83.91381706,89.00999228,85.12992296,94.5031074,94.30805689,83.50437755,90.20651265,93.3551056,99.60130023,97.42179689,92.53970462
828,諏訪市,95.70188155,74.84340633,90.39728726,70.13435773,79.62185141,96.60430674,85.87190237,90.04877415,92.49069532,91.255564,91.520831,77.83965944,84.86755065,79.04339467,98.49205979,76.72612012,95.72481306
829,須坂市,91.24201933,82.94963909,83.97419471,83.30170513,81.58939671,91.04859512,88.56266312,85.12571805,84.28421385,92.30360447,94.23805195,83.95016621,82.57677146,76.30431683,80.56342605,84.7573311,84.61420225
830,小諸市,93.96706354,79.4960887,77.12281729,78.40427378,91.22802576,93.36670139,93.45842257,87.04837841,83.34814937,84.88089957,84.05349973,94.80114646,79.82827332,84.67102511,94.5226368,91.78563079,88.78327958
831,伊那市,88.50349514,91.84011011,82.30624763,67.21660505,91.18100747,93.23840368,91.5113422,90.6987052,86.17629974,95.41657124,93.23289264,90.02208256,91.21114955,90.33113827,100,80.49896683,96.43350448
832,駒ヶ根市,98.03555739,87.14081436,86.35679841,77.28275719,89.8656054,95.91477864,92.54984911,88.62302792,79.10160519,93.07548813,88.97727106,89.08320246,89.43481927,76.33280837,94.57105383,99.03489492,87.43372312
833,中野市,95.60533536,86.01923323,78.8532907,85.03049592,86.37506413,93.25985746,91.36497169,82.1572147,92.21756317,100,99.78824396,79.44280272,94.89723043,93.60748322,100,93.28298518,100
834,大町市,100,79.90627307,97.55034771,94.55950599,81.29170926,82.4844496,82.9342956,81.07703435,76.91868629,87.64355264,94.03510902,82.26037215,86.80810034,71.06389977,96.38256045,87.48054243,98.02080321
835,飯山市,85.32722665,88.08658002,87.44601317,81.08006178,85.14115559,88.64794586,89.08574621,76.72545719,68.57388263,76.65695988,90.82626889,75.09549406,89.44129041,85.51136504,88.77216849,96.15524836,82.3354548
836,茅野市,98.10275947,73.05642981,84.74126066,77.96995938,89.38138536,95.02111256,89.17375978,92.23001589,84.92568092,87.97962299,83.72975798,88.68090802,85.51995909,83.72278899,97.00945853,89.70676897,94.7755345
837,塩尻市,89.82497259,92.64415367,83.63961489,68.67893795,91.03503267,100,92.40003305,81.72843733,74.41578734,92.28789794,94.14344447,90.46049572,85.50832619,90.00214255,95.62004828,97.94172966,86.44857666
838,佐久市,94.96029007,84.1791732,79.53971721,80.17093289,86.58938056,96.39345083,88.45253956,84.89930452,86.7776212,88.41932049,89.62013007,98.8813176,71.77606661,84.5041156,88.68083881,88.80803185,85.24118796
839,千曲市,98.44763949,86.93301988,98.47067948,87.00648012,90.6160548,93.02903833,90.13440911,85.25105479,83.77909745,88.72494643,89.92377028,83.51111059,87.55500389,87.466997,92.05772751,100,95.26633004
840,東御市,94.20230418,80.18271018,74.87077382,79.84419569,78.59991374,90.13770182,91.78911192,81.9089966,88.12745052,90.55010705,75.46251561,69.79936735,89.44656328,83.4704425,92.0176242,98.81502985,100
841,安曇野市,92.04159653,91.26742497,75.25629538,76.23212721,88.49912015,85.67989985,92.02327007,80.33450082,82.54434637,92.49852262,83.32401175,86.13149806,87.44144838,87.04251465,90.47572544,88.85956645,91.39248562
842,小海町,94.99595385,82.25715411,71.34908948,78.04398591,90.00146914,70.68196859,86.42937597,83.33128782,67.499188,90.96706565,71.28597147,69.59630167,87.51807601,70.51515144,100,84.1220529,85.63356293
843,川上村,86.16147373,82.26996834,54.78094639,96.33987416,78.57104901,91.75517045,92.30848884,97.10672103,60.39525501,99.59601443,70.88325416,86.96254498,92.30497926,77.70343432,94.24594639,86.85549506,85.0075746
844,南相木村,96.87029052,87.71707604,60.7508788,85.10382644,81.65568652,78.13218876,83.30359104,77.90757925,93.82877078,62.71929667,83.77789384,63.36149775,96.84980343,86.236402,79.74975986,90.08444961,100
845,北相木村,98.27412535,77.4958073,69.15550723,87.29424399,82.77276993,74.79020123,90.6279445,93.05407432,85.53372055,83.28824853,94.63304903,69.01654011,99.9558174,86.70797373,88.77162172,96.37723085,90.64761385
846,佐久穂町,91.87640619,81.61337498,85.06725186,87.54330953,96.83594074,91.92581303,88.03367662,82.36521748,87.28063813,81.42309698,72.6559941,75.82915528,80.40700421,80.75526709,88.96506598,78.47157843,75.76445479
847,軽井沢町,100,79.92208254,90.63610431,77.54246877,79.67739904,86.76294258,87.0429131,82.04787088,74.59716119,50.10118505,80.69222112,86.85649965,75.13532013,74.11723687,91.73022122,73.40906743,81.06464408
848,御代田町,100,82.50254561,80.27851841,93.71678144,84.98384246,83.11786033,92.28265721,86.41397671,85.71259316,81.37626167,94.48802303,73.46702874,71.92081007,81.19795233,90.08249845,77.13811017,84.61852843
849,立科町,100,86.30894079,93.53865628,88.5325917,86.23699325,92.72570359,86.13440765,80.35890185,70.46130126,90.13596586,95.08873533,82.38136036,95.57043882,75.50439613,100,92.70873545,100
850,青木村,94.91569174,78.1363999,58.6153196,82.87871288,88.46649488,87.71442123,87.60763237,84.50036153,84.97710351,66.64537556,90.75156769,73.44541463,81.2093846,80.83164491,92.85205194,93.67420676,83.57496349
851,長和町,88.69394408,78.20876417,87.67367985,92.8030043,83.26164686,94.72771911,90.94249791,76.08157278,88.00697435,86.133605,79.26246067,78.86104519,96.63386611,91.81598737,90.35045232,83.15614828,100
852,下諏訪町,94.70532812,79.30775893,85.2690616,75.47275689,88.93953252,86.38939929,83.31931998,84.66989334,80.70216325,73.36438909,79.63630775,72.69729894,82.72038744,78.23378015,92.52614384,93.78394371,79.0101042
853,富士見町,94.62365514,81.94858628,75.0068662,72.58304115,79.8409057,83.04732872,84.99275686,76.49778443,78.74440435,95.22214109,73.46906233,76.78705775,79.09238677,74.37404621,92.3391453,99.1890089,99.05929602
854,原村,97.79753055,85.7154453,75.70386556,66.72877601,85.25447717,98.93327348,85.11539068,98.59052338,74.5000754,79.62864369,93.40635648,85.09564551,93.78063857,80.08769959,100,96.79514804,85.86879138
855,辰野町,99.77218454,87.62446109,75.78763288,84.09814617,82.55919543,99.64920821,89.65369708,86.71888713,83.05794682,85.71132501,94.95014845,70.59526709,85.64971935,86.82359709,100,85.09291309,77.82966437
856,箕輪町,99.18219708,81.73710427,84.28220504,89.33129799,92.65695495,92.06634328,91.72173308,87.58644589,88.01792464,100,98.44860753,84.151678,87.7548125,84.28675489,100,93.4197955,86.5797271
857,飯島町,91.84854317,84.16073789,78.63765528,89.54102642,89.8805743,87.73646225,88.88276275,89.62730697,76.44150629,95.28812045,82.6751252,83.71946416,86.13803042,84.68753425,100,96.00775936,91.08401564
858,南箕輪村,98.73137719,80.71964443,100,84.74613109,81.15787798,81.04956093,91.93561186,100,83.51332568,91.74930027,90.8173086,71.14803964,80.60591007,79.82084069,96.04774129,100,80.00093487
859,中川村,91.77189614,81.63096062,85.73351516,94.00343917,82.96650577,88.83677198,86.64384015,82.19083053,83.38579748,83.32372245,72.45642379,74.0751614,83.18740834,69.02539004,92.72195311,82.85514123,84.71956428
860,宮田村,93.42114629,88.18661992,76.78411784,84.26747379,81.03426221,89.42039154,87.09343714,81.08965716,76.72366916,85.59312885,66.96896024,84.92044371,80.59349246,74.50778108,100,97.89668672,67.14606732
861,松川町,94.662673,74.8409502,90.32356708,83.49324885,72.84671741,72.93694902,86.34714839,83.61342882,68.93241863,91.72258062,84.0282319,72.56411408,85.44720829,74.42995796,92.75713139,96.16167864,91.84482533
862,高森町,97.71147148,79.97406039,74.3746389,75.98315152,80.93703874,89.47876222,89.12676422,91.09803906,86.06279593,93.92235395,82.68475727,87.52958923,81.64365574,76.84960947,79.87420239,83.1021615,81.8584014
863,阿南町,100,82.92150811,85.4568732,89.34640424,80.90268634,71.70275305,80.8636379,90.30190065,73.86818003,90.33554167,51.79246079,61.86254285,95.12289937,78.19207661,85.10623094,87.23659562,93.20447721
864,阿智村,95.95702477,79.41953509,82.0857553,82.40673278,86.31339592,95.68966147,90.33834938,83.40228305,74.37455793,84.00305868,92.44804168,89.12819811,81.87941605,84.70728389,98.59563132,90.53257836,83.73909971
865,平谷村,50.59056446,83.47670598,42.27535847,80.17642089,91.54440248,85.27379616,67.85222681,95.83224398,93.32370487,82.48938274,71.63608321,64.24412275,80.9183733,82.32907895,87.25910113,80.32922289,88.79347632
866,根羽村,95.21929081,82.14250295,62.48517909,82.89891149,90.72889856,87.02971862,87.9175986,89.36975201,73.57525593,100,77.79351481,67.27811108,94.14102066,85.64352257,94.63260725,92.24370478,94.4160551
867,下條村,92.84207773,72.60484051,60.13401594,89.77644052,93.28116921,83.22519321,90.16990747,82.2885279,79.67458158,77.94550209,64.06550782,62.36423198,63.76530263,78.02104373,88.61620052,93.12030342,77.58850875
868,売木村,88.84271759,80.50014982,56.39104353,86.99753125,66.14010449,84.45708036,78.31011759,79.17330915,57.35929868,72.11897598,78.1049884,78.5258284,100,92.89445984,97.67760938,98.1171405,97.90470516
869,天龍村,88.76088581,84.58302372,62.62740592,81.74578743,82.65069119,80.4044679,91.48669432,100,74.34622728,80.26460385,84.84095976,71.97957005,90.96481194,85.21554985,92.19407798,95.06895804,99.2369
870,泰阜村,90.07168981,75.13411916,70.18688411,89.00371512,83.33408138,61.43689162,92.02599833,85.49052795,59.06531438,70.40074403,54.40998926,75.08365855,84.53957823,79.25485944,82.99171151,92.33677541,77.28239699
871,喬木村,99.47178756,75.43518636,81.98360261,75.29332049,77.46947557,91.04603573,87.42478932,89.76637356,73.38887146,74.81772288,58.09195008,71.54031017,85.36495422,82.41072652,100,98.32851587,92.61246884
872,豊丘村,100,80.47797912,81.50489265,84.00633424,90.4023943,97.37772404,86.11223487,76.41157149,75.8532937,89.24113293,81.76692485,69.2462842,93.98693964,80.2698682,96.64790539,97.53120524,73.39469746
873,大鹿村,84.37778229,75.19234027,87.48769557,82.98697518,94.79092855,46.94517134,92.18529748,84.86693955,79.22661196,73.94513508,76.86794574,67.0837019,90.40975368,69.99152182,87.39219192,86.86767582,72.30098188
874,上松町,85.64578334,75.46488531,68.07427222,88.58869379,82.97601995,92.59030127,93.90718152,81.78527905,86.68684295,78.30386654,73.51503392,85.85447603,85.93026344,79.54869424,89.70936334,88.86726319,97.87916474
875,南木曽町,90.29778301,81.08887921,56.3385009,69.84569838,86.24454429,77.18548853,89.52868548,80.4433967,88.12442763,53.40847253,100,88.57661708,89.62782174,76.79558302,84.02417388,93.44105938,80.26506464
876,木祖村,98.20175111,77.78971552,81.44703205,85.65938858,89.52578443,88.49624499,95.30061983,82.42107754,80.3459852,83.78084675,78.20365217,79.85929643,90.3829319,91.89693666,81.66110864,87.02757673,93.08675527
877,王滝村,76.79789281,83.84656455,76.42964845,90.04386357,89.66580497,90.49683872,81.52913002,87.43638508,50.87900801,80.15521909,80.18615274,89.66263479,78.8720231,78.57594768,90.34233866,100,89.68232946
878,大桑村,83.59041534,80.73014629,66.30057008,87.77811029,88.49984555,94.41991383,86.29533463,84.53423265,75.4310379,72.68307247,73.60122158,79.57779616,92.33415788,89.6330514,86.88321394,95.51632617,77.0973623
879,木曽町,88.34358962,76.14516056,74.60318235,76.65926105,90.00664897,91.05789085,92.49842518,92.56846889,56.72640641,82.07040944,78.63819898,87.09691789,92.07593173,83.10902582,92.73081308,91.88633015,87.51109669
880,麻績村,79.77175712,75.26703883,74.86810726,82.06572169,85.24203094,81.65834515,90.95636059,80.03416411,76.27064827,68.34828602,67.50630543,67.84817692,87.41052087,72.2926012,100,90.92509462,75.15023795
881,生坂村,90.42927963,73.50038249,74.61582997,89.19273405,88.3790516,78.34656511,92.34472755,78.57861971,77.48748909,98.78087456,73.07318986,44.64806339,87.34568039,75.38202049,89.13392757,100,83.24638297
882,山形村,99.39235681,80.73418301,62.09621272,90.54865028,80.46264482,97.35454979,87.25987129,82.84898024,82.33741347,76.72700939,98.60660596,69.71882024,86.89607586,82.8124393,91.69845981,93.26419176,72.55255106
883,朝日村,75.33425061,73.68118666,96.58257492,82.30156751,60.53539168,90.99025091,93.28149477,74.38331993,64.61651292,90.02952427,79.02631257,84.93471166,71.75911744,77.32794584,96.03427026,76.35688358,80.35634922
884,筑北村,87.81327199,80.88145425,79.54485808,84.59726517,81.56213691,89.21095021,86.17320755,75.55015701,86.07473678,81.01419626,82.31506526,65.29997117,83.67873471,89.13884122,94.85158318,88.64907549,91.88658817
885,松川村,82.37682801,96.54545305,82.25226898,90.43788222,91.07499133,95.13335882,85.30759545,83.92905425,79.82244524,72.70930223,83.04148633,75.40094742,84.75883153,92.5623837,94.70719583,95.71710761,100
886,白馬村,76.94527817,79.97756161,85.17742234,74.45868946,76.36484972,88.24943924,85.37078029,79.88239592,61.65485251,72.48130363,83.02463987,81.53773608,87.7073621,77.70338774,90.39227855,74.73177339,83.06234801
887,小谷村,83.78364465,81.76104923,71.5612694,81.65484857,81.9100281,76.48278232,83.36263899,78.85617348,65.55241401,82.1167018,65.93511838,77.56371701,89.84614237,76.93298848,90.86821691,84.68475884,83.62053937
888,坂城町,88.22661701,75.87350744,66.43200108,79.42589431,85.43661279,75.53157381,82.45784755,81.33029352,70.99660907,78.72188177,83.54354014,75.88120923,79.39753198,81.85660669,89.59504136,100,78.19346037
889,小布施町,100,73.0282547,82.52567837,78.13500053,79.04876427,85.74660012,74.96573929,79.85965797,80.27606439,78.47351249,87.17504001,68.0706838,93.1061949,78.23480145,93.60234792,64.5324891,92.73979298
890,山ノ内町,91.94170766,77.75436971,77.41380194,72.52616566,88.48641344,95.21352864,94.37637447,76.53118557,77.17776903,83.85238264,81.53120068,88.37247524,87.00132581,89.9868869,98.6225433,85.94652579,91.18895842
891,木島平村,85.87922563,82.39258165,77.30082264,79.64941829,78.40286022,92.66439614,86.01638022,82.72751585,62.07516077,87.38428247,76.48865403,83.00938575,88.33427655,83.90715812,86.46184948,85.32658796,80.24606418
892,野沢温泉村,57.6040933,80.79923641,80.24604284,85.54370791,90.14808379,84.71592453,89.24656208,79.16380161,54.44549545,78.94166093,71.08803674,82.97181672,90.47185229,65.84431566,78.10818751,80.333594,87.10895675
893,信濃町,89.7289543,89.87437865,81.93332553,85.58856504,87.861464,81.52934569,90.81040054,76.16376844,85.36006586,84.72455191,77.44337892,85.71690845,85.29852259,72.79151407,99.87870656,99.63623573,92.83035731
894,小川村,80.79473077,71.28874707,79.38275926,90.67556887,85.01093857,81.27470223,81.59566564,94.30828658,68.71701179,73.85116032,72.37188855,68.97450761,86.96039035,64.13651916,93.18441751,87.31632584,76.85680132
895,飯綱町,80.82265983,82.14584947,86.58930316,82.77781282,82.75668964,89.20208208,88.9259089,87.91182794,82.08924234,97.48124813,82.92367164,79.82240638,86.91022083,79.20554352,78.71406013,91.25226757,90.38688146
896,栄村,86.287113,83.53875856,65.8360051,83.8643699,82.54939435,90.26965336,92.07266084,80.56609698,82.6123727,86.12613552,80.76960453,75.82736624,94.25792061,92.57172439,88.17331279,77.3770283,67.263691
897,岐阜市,89.47429927,84.67480267,79.27615523,93.99571193,85.32834502,91.59222421,82.4504015,80.67552846,82.92273549,95.87424032,100,87.30650985,99.34287563,95.56790534,89.76809055,92.34588637,100
898,大垣市,97.30889808,88.10360427,95.76030586,89.13469166,80.48902661,96.47758545,94.83216146,90.16061431,96.94415624,99.26311908,100,92.1163766,82.84878986,89.76346621,87.34460433,96.95008287,98.90498065
899,高山市,84.91737488,84.84993123,86.11565927,77.0678116,91.41879956,89.02409839,87.09977328,82.28013951,78.7268917,90.42487306,87.58820588,81.48319959,79.58887113,80.48377955,94.89906148,76.82116953,98.71256936
900,多治見市,84.04027282,86.50258507,77.49142086,86.44420062,91.42709087,96.32161879,89.72212599,82.91300604,86.10454444,90.70815505,95.41578774,81.61988753,82.41647117,88.13920385,95.93085393,76.79638771,99.58960606
901,関市,98.8841859,88.958084,83.28169796,85.53602856,91.1097137,100,90.32761911,88.95420665,74.95381116,93.05910193,92.68011391,81.28994769,84.79475934,71.72716789,100,87.44485178,80.7346182
902,中津川市,97.78879174,84.84860488,90.9848825,86.13927718,81.76850202,86.67166649,93.85473888,80.96381323,86.20573383,87.24991538,93.66190344,79.8309593,91.4080799,84.56176397,94.97294875,91.27426485,76.16244439
903,美濃市,91.08323921,79.43668449,80.48683259,89.22372056,87.93870751,89.45712196,89.84726938,84.41808987,85.20012736,92.60230131,97.01406951,77.43293232,83.30850692,79.80935269,89.06781781,86.38746053,86.91674003
904,瑞浪市,95.12972548,88.09212994,85.99457356,89.51657602,88.44085598,75.54438428,89.26190321,78.75165871,81.13561046,85.81143616,79.33793335,76.46710895,70.37276207,80.75942217,81.86580609,87.82447469,74.154702
905,羽島市,87.88952326,78.60466595,90.88107729,90.21234443,73.65121512,94.32901312,91.69344331,85.79499714,84.81208633,94.35465487,97.18815447,88.24121353,97.58099332,85.43652063,94.17966633,95.09477928,100
906,恵那市,96.83955678,78.59553508,84.32023893,86.7804141,88.31305502,97.12194731,90.35360007,89.3213882,75.23553467,91.43124813,92.45528206,80.92954255,89.5917085,96.51869299,100,77.62541333,87.39891546
907,美濃加茂市,88.74012825,85.94159297,76.01106655,89.77235813,92.00877577,100,82.46638035,85.28174825,86.20521445,87.35253492,96.63507805,85.21044885,86.12596951,81.21919402,98.25990573,86.88932272,91.67588979
908,土岐市,97.45905771,87.93818975,76.51868513,82.45004337,87.03682002,77.52023832,91.14544705,72.91471761,77.49391445,88.16483608,87.24758283,80.76007793,83.88878139,79.45201426,86.7424588,76.9785011,89.03260401
909,各務原市,86.4557973,91.19877114,76.11036525,85.67210488,83.79519597,100,93.76634705,95.40782691,83.19075384,91.89936493,92.8581391,97.30204901,85.47092201,91.68506624,93.92383611,90.89706621,100
